0;17.498
300;18.403
600;19.579
900;20.774
1200;20.804
1500;19.588
1800;18.393
2100;17.223
2400;17.285
2700;17.017
3000;16.522
3300;16.026
3600;15.532
3900;15.044
4200;14.579
4500;16.412
4800;16.733
5100;16.799
5400;16.866
5700;16.932
6000;17.119
6300;19.443
6600;19.992
6900;19.871
7200;19.754
7500;19.744
7800;19.780
8100;19.815
8400;19.851
8700;19.772
9000;19.274
9300;18.738
9600;19.136
9900;20.870
10200;20.839
10500;20.808
10800;20.955
11100;22.212
11400;22.379
11700;22.370
12000;22.362
12300;22.353
12600;22.344
12900;22.336
13200;23.715
13500;25.960
13800;26.392
14100;26.769
14400;26.812
14700;26.423
15000;27.055
15300;28.211
15600;29.393
15900;30.698
16200;32.025
16500;33.361
16800;35.338
17100;37.727
17400;40.132
17700;42.545
18000;45.141
18300;44.938
18600;37.414
18900;37.604
19200;39.064
19500;40.520
19800;40.122
20100;38.196
20400;36.972
20700;37.463
21000;40.878
21300;47.388
21600;54.473
21900;60.491
22200;59.737
22500;58.158
22800;56.616
23100;57.531
23400;60.057
23700;62.658
24000;65.268
24300;67.885
24600;70.455
24900;70.998
25200;70.931
25500;70.941
25800;71.476
26100;72.112
26400;72.747
26700;73.383
27000;73.981
27300;73.912
27600;73.599
27900;73.287
28200;72.975
28500;72.662
28800;72.350
29100;72.038
29400;71.764
29700;72.578
30000;73.891
30300;75.008
30600;75.409
30900;75.554
31200;75.421
31500;75.287
31800;75.152
32100;74.783
32400;73.390
32700;71.878
33000;70.759
33300;70.778
33600;70.870
33900;70.829
34200;70.091
34500;69.251
34800;68.732
35100;69.267
35400;69.723
35700;68.195
36000;66.178
36300;64.213
36600;63.933
36900;64.517
37200;64.399
37500;63.197
37800;61.982
38100;60.959
38400;61.574
38700;62.564
39000;63.479
39300;62.731
39600;61.302
39900;59.882
40200;59.168
40500;59.851
40800;60.598
41100;61.348
41400;62.098
41700;62.258
42000;61.561
42300;60.856
42600;60.151
42900;59.462
43200;58.920
43500;59.472
43800;60.252
44100;59.259
44400;57.358
44700;56.723
45000;56.395
45300;56.201
45600;56.766
45900;57.448
46200;58.130
46500;58.885
46800;60.120
47100;61.472
47400;62.827
47700;63.987
48000;63.701
48300;63.201
48600;63.319
48900;63.569
49200;63.599
49500;62.609
49800;61.490
50100;61.011
50400;62.495
50700;64.117
51000;65.739
51300;66.860
51600;66.260
51900;65.514
52200;65.640
52500;67.782
52800;69.207
53100;69.919
53400;70.631
53700;71.343
54000;72.055
54300;72.767
54600;73.479
54900;74.191
55200;74.903
55500;75.615
55800;76.327
56100;77.040
56400;77.452
56700;76.834
57000;76.130
57300;75.425
57600;74.720
57900;74.015
58200;74.289
58500;74.726
58800;73.999
59100;73.272
59400;72.882
59700;73.959
60000;74.649
60300;72.740
60600;71.655
60900;72.686
61200;73.764
61500;74.841
61800;75.614
62100;74.679
62400;73.477
62700;72.278
63000;72.500
63300;73.894
63600;75.287
63900;76.681
64200;77.882
64500;78.909
64800;79.940
65100;80.972
65400;82.004
65700;83.036
66000;84.068
66300;85.100
66600;86.150
66900;87.424
67200;89.863
67500;92.817
67800;95.762
68100;96.587
68400;95.769
68700;94.951
69000;94.133
69300;93.312
69600;92.386
69900;91.403
70200;90.419
70500;90.207
70800;93.126
71100;97.959
71400;102.984
71700;106.988
72000;109.802
72300;112.664
72600;115.531
72900;118.397
73200;121.269
73500;123.843
73800;126.263
74100;128.683
74400;131.108
74700;133.567
75000;136.037
75300;138.507
75600;141.579
75900;145.376
76200;149.246
76500;153.118
76800;156.983
77100;157.455
77400;155.713
77700;158.807
78000;161.548
78300;162.233
78600;162.917
78900;163.601
79200;164.184
79500;163.445
79800;162.300
80100;161.631
80400;164.482
80700;167.998
81000;168.104
81300;166.240
81600;164.390
81900;162.623
82200;163.993
82500;162.349
82800;160.535
83100;158.722
83400;159.269
83700;156.767
84000;147.750
84300;138.985
84600;130.512
84900;143.116
85200;154.716
85500;150.986
85800;142.183
86100;147.815
86400;153.146
86700;150.399
87000;151.135
87300;153.144
87600;155.160
87900;157.196
88200;160.144
88500;163.067
88800;163.806
89100;163.681
89400;161.912
89700;160.093
90000;158.273
90300;156.454
90600;154.641
90900;156.418
91200;166.444
91500;168.291
91800;167.158
92100;166.058
92400;166.672
92700;168.343
93000;170.065
93300;172.748
93600;175.703
93900;175.606
94200;172.305
94500;168.435
94800;167.338
95100;166.484
95400;165.622
95700;164.382
96000;162.959
96300;161.537
96600;160.114
96900;158.639
97200;156.337
